"co_seq_procedimento","co_procedimento","co_grupo","co_sub_grupo","co_forma_organizacao","nu_competencia_min","nu_competencia_max","qt_registro","qt_no_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_sh","vl_sa","vl_sp","co_financiamento","co_rubrica","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao","sg_procedimento"
4967,701090103,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO CABO DE CONEXÃO DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040009","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOCADE
4968,701090111,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO COMPARTIMENTO/GAVETA DE BATERIAS DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOCODE
4969,701090120,7,1,9,201501,202301,91,1,CONSERTO DO COMPARTIMENTO/GAVETA DE BATERIAS DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,CODOCODE
4970,701090138,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDAANDA
4971,701090146,7,1,9,201501,202301,91,1,CONSERTO DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,CODAANDA
4973,701090162,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO CONTROLE REMOTO DA PRÓTESE DE IMPLANTE COCLEAR,"0",I,"4","9999","0","0","1571","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOCORE
4974,701090170,7,1,9,201501,202301,91,1,CONSERTO DO CONTROLE REMOTO DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,CODOCORE
4975,701090189,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO IMÃ DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOIMDA
4976,701090197,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO CARREGADOR DE BATERIA RECARREGÁVEL DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOCADE
4977,701090200,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO GANCHO DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOGADA
4978,701090219,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO GANCHO COM MICROFONE DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDOGACO
4979,701090227,7,1,9,201501,202301,91,1,SUBSTITUIÇÃO/TROCA DO DESUMIDIFICADOR DA PRÓTESE DE IMPLANTE COCLEAR,"0",I,"4","9999","0","0","1571","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,SUDODEDA
4980,701090235,7,1,9,201501,202301,91,1,CONSERTO DO PROCESSADOR DE FALA DA PRÓTESE DE IMPLANTE COCLEAR,"0",N,"4","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","4","040067","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",Substituição/Troca em órteses/próteses                                                              ,CODOPRDE
4981,701100010,7,1,10,200801,202301,175,2,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O PULSO,"0",N,"3","9999","0","9999","9999","0.00000000000000000000","43.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4982,701100028,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIA ATE VIRILHA OU JOELHO),"0",N,"3","9999","0","9999","9999","0.00000000000000000000","26.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4983,701100036,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIO CANO OU CANO P E B) -(PECA),"0",N,"2","9999","0","9999","9999","0.00000000000000000000","21.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4984,701100044,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O OMBRO,"0",N,"3","9999","0","9999","9999","0.00000000000000000000","38.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4985,701100052,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA (3/4) - PECA,"0",N,"2","9999","0","9999","9999","0.00000000000000000000","21.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS34
4986,701100060,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA- PERNA INTEIRA (PECA),"0",N,"2","9999","0","9999","9999","0.00000000000000000000","35.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4987,701100079,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA-CALCA COMPLETA (PECA),"0",N,"2","9999","0","9999","9999","0.00000000000000000000","52.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4988,701100087,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX C/ MANGAS (PECA),"0",N,"2","9999","0","9999","9999","0.00000000000000000000","68.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4989,701100095,7,1,10,200801,202301,175,2,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX S/ MANGAS (PECA),"0",N,"2","9999","0","9999","9999","0.00000000000000000000","43.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4990,701100109,7,1,10,200801,202301,175,1,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS PARA CABECA E PESCOCO,"0",N,"2","9999","0","9999","9999","0.00000000000000000000","25.0000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM em queimados                                                                                    ,MACOPTRS
4991,702010014,7,2,1,200801,202301,175,1,BALAO DESTACAVEL,"0",I,"3","9999","0","9999","9999","788.5600000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,BADE
4992,702010022,7,2,1,200801,202301,175,1,BOMBA IMPLANTAVEL DE INFUSAO DE FARMACOS NO SISTEMA NERVOSO CENTRAL,"0",I,"1","9999","0","9999","9999","11500.000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,BOIMDEIN
4993,702010030,7,2,1,200801,202301,175,1,CATETER ATRIAL / PERITONEAL,"0",I,"1","9999","0","9999","9999","140.6500000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CAATPE
4994,702010049,7,2,1,200801,202301,175,1,CATETER GUIA CALIBRE 6F A 8F,"0",I,"1","9999","0","9999","9999","563.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CAGUCAFA68
4995,702010057,7,2,1,200801,202301,175,1,CATETER VENTRICULAR C/ RESERVATORIO,"0",I,"1","9999","0","9999","9999","98.8700000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CAVECRE
4996,702010065,7,2,1,200801,202301,175,1,CATETER VENTRICULAR ISOLADO,"0",I,"1","9999","0","9999","9999","48.6000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CAVEIS
4998,702010081,7,2,1,200801,202301,175,1,CONECTOR EM Y / RETO,"0",I,"1","9999","0","9999","9999","78.4300000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,COEMYRE
4999,702010090,7,2,1,200801,202301,175,2,CONJUNTO DE CATETER DE DRENAGEM EXTERNA E/OU MPIC,"0",I,"1","9999","0","9999","9999","525.0200000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CODECADE
5000,702010103,7,2,1,200801,202301,175,1,CONJUNTO DE ELETRODO E EXTENSAO P/ ESTIMULACAO CEREBRAL,"0",I,"1","9999","0","9999","9999","4600.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CODEELEE
5001,702010111,7,2,1,200801,202301,175,1,CONJUNTO P/ HIDROCEFALIA DE BAIXO PERFIL,"0",I,"1","9999","0","9999","9999","845.8000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,COPHIDEB
5002,702010120,7,2,1,200801,202301,175,1,CONJUNTO PADRAO P/ HIDROCEFALIA,"0",I,"1","9999","0","9999","9999","613.6500000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,COPAPHI
5003,702010138,7,2,1,200801,202301,175,2,ESPIRAIS DE PLATINA,"0",I,"10","9999","0","9999","9999","1350.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,ESDEPL | ESDEPLDE
5005,702010154,7,2,1,200801,202301,175,1,GERADOR P/ ESTIMULACAO CEREBRAL,"0",I,"1","9999","0","9999","9999","11500.000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,GEPESCE
5006,702010162,7,2,1,200801,202301,175,1,INTRODUTOR 6FA 8F,"0",I,"1","9999","0","9999","9999","74.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,INFAF68
5007,702010170,7,2,1,200801,202301,175,1,MICRO CATETER FLUXO DEPENDENTE,"0",I,"3","9999","0","9999","9999","1301.1500000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,MICAFLDE
5008,702010189,7,2,1,200801,202301,175,1,MICRO CATETER P/ BALAO,"0",I,"1","9999","0","9999","9999","1419.4100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,MICAPBA
5009,702010197,7,2,1,200801,202301,175,1,MICROBALAO DE REMODELAGEM,"0",I,"1","9999","0","9999","9999","2000.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,MIDERE
5010,702010200,7,2,1,200801,202301,175,1,SHUNT LOMBO-PERITONAL,"0",I,"1","9999","0","9999","9999","567.7000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,SHLO
5011,702010219,7,2,1,200801,202301,175,1,VALVULA PARA HIDROCEFALIA,"0",I,"1","9999","0","9999","9999","303.5300000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,VAPAHI
5012,702010227,7,2,1,201012,202301,140,2,CLIP TEMPORÁRIO,"0",I,"3","9999","0","9999","9999","725.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CLDECOTE | CLTE
5013,702010235,7,2,1,201012,202301,140,1,CLIP DE TITÂNIO PARA NEUROCIRURGIA,"0",I,"3","9999","0","9999","9999","800.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,CLDETIPA
5014,702010251,7,2,1,201105,202301,135,1,RESERVATÓRIO COM CATETER PARA INFUSÃO DE FÁRMACOS,"0",I,"1","9999","0","9999","9999","310.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em neurocirurgia                                                                                ,RECOCAPA
5016,702020028,7,2,2,200801,202301,175,1,GOTEIRAS DENTAIS,"0",I,"9999","9999","0","12","1571","0.00000000000000000000","23.5400000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em cirurgia buco-maxilo-facial                                                                  ,GODE
5017,702020036,7,2,2,200801,202301,175,1,GUIA SAGITAL,"0",I,"9999","9999","0","24","1571","0.00000000000000000000","23.5400000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em cirurgia buco-maxilo-facial                                                                  ,GUSA
5018,702020044,7,2,2,200801,202301,175,2,PLACA DE CONTENÇÃO,"0",I,"9999","9999","0","12","1571","0.00000000000000000000","23.5400000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em cirurgia buco-maxilo-facial                                                                  ,PLDECO
5021,702020214,7,2,2,201012,202301,140,2,FIXADOR DINÂMICO PARA MANDÍBULA,"0",N,"1","9999","0","9999","9999","390.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em cirurgia buco-maxilo-facial                                                                  ,FIDIPAMA
5022,702030023,7,2,3,200801,202301,175,1,ANCORA,"0",I,"4","9999","0","9999","9999","197.6000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,AN
5023,702030031,7,2,3,200801,202301,175,1,ARRUELA DENTEADA,"0",I,"2","9999","0","9999","9999","41.0600000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,ARDE
5024,702030040,7,2,3,200801,202301,175,1,ARRUELA LISA,"0",I,"3","9999","0","9999","9999","8.0500000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,ARLI
5025,702030058,7,2,3,200801,202301,175,2,ARRUELAS DE TITANIO PARA CIRURGIA DA COLUNA,"0",I,"1","9999","0","9999","9999","86.8100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,ARDETIPA | ARDETIPC
5026,702030066,7,2,3,200801,202301,175,1,BARRA SACRAL,"0",I,"2","9999","0","9999","9999","70.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,BASA
5027,702030074,7,2,3,200801,202301,175,1,CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR,"0",I,"1","9999","0","9999","9999","104.4400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,CEPACOFE
5028,702030082,7,2,3,200801,202301,175,1,CIMENTO C/ ANTIBIOTICO,"0",I,"3","9999","0","9999","9999","109.6200000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,CICAN
5029,702030090,7,2,3,200801,202301,175,1,COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PRIMARIO / REVISAO,"0",I,"1","9999","0","9999","9999","282.8700000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COACDEPO
5030,702030104,7,2,3,200801,202301,175,2,COMPONENTE ACETABULAR METÁLICO DE FIXAÇÃO BIOLÓGICA PRIMÁRIA / REVISÃO,"0",I,"1","9999","0","9999","9999","1027.2800000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COACMEDE
5031,702030112,7,2,3,200801,202301,175,1,COMPONENTE CEFALICO,"0",I,"1","9999","0","9999","9999","426.1500000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COCE
614,202080242,2,2,8,201306,202301,110,1,PROVA CONFIRMATÓRIA DA PRESENÇA DE MICRO-ORGANISMOS COLIFORMES,"2",N,"9999","9999","0","9999","9999","0.00000000000000000000","5.6200000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames microbiológicos                                                                              ,PRCODAPR
5032,702030120,7,2,3,200801,202301,175,1,COMPONENTE CEFALICO / POLIETILENO / METAL P/ HEMIARTROPLASTIA BIPOLAR / METALICO P/ HEMIARTROPLASIA MONOPOLAR,"0",I,"1","9999","0","9999","9999","1008.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COCEPOME
5033,702030139,7,2,3,200801,202301,175,3,COMPONENTE CEFÁLICO PARA ARTROPLASTIA TOTAL DO QUADRIL (INCLUI PRÓTESE),"0",I,"1","9999","0","9999","9999","463.4800000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COCEPAAR | COCEPART
5034,702030147,7,2,3,200801,202301,175,2,COMPONENTE DE AUMENTO TIBIAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO,"0",I,"2","9999","0","9999","9999","464.6100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,CODEAUDA | CODEAUTI
5035,702030155,7,2,3,200801,202301,175,2,COMPONENTE DE AUMENTO FEMURAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO,"0",I,"4","9999","0","9999","9999","2122.3700000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,CODEAUDO | CODEAUFE
5036,702030163,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO,"0",I,"1","9999","0","9999","9999","1008.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFECIMO
5037,702030171,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHARNLEY,"0",I,"1","9999","0","9999","9999","850.0100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFECIMO
5038,702030180,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL DE REVISAO CIMENTADO / FIXACAO BIOLOGICA,"0",I,"1","9999","0","9999","9999","1758.8400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFEDERE
5039,702030198,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA P/ ENXERTO IMPACTADO,"0",I,"1","9999","0","9999","9999","2601.8400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFEMODE
5040,702030201,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENTADA P/ REVESTIMENTO TOTAL,"0",I,"1","9999","0","9999","9999","2355.5200000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFEMODE
4794,701010274,7,1,1,201307,202301,109,1,ADAPTAÇÃO DE ENCOSTO PARA DEFORMIDADES DE TRONCO,"0",N,"1","9999","0","9999","9999","0.00000000000000000000","132.0000000000000000","0.00000000000000000000","4","040063","9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico                           ",OPM auxiliares da locomoção                                                                         ,ADDEENPA
