"co_seq","co_cid","no_cid","co_capitulo","no_capitulo","ds_titulo_capitulo","co_categoria","no_categoria","ds_agrupamento","co_seq_diretriz"
10137,V404,Ocupante de um automovel [carro] traumatizado em colisao com um pedestre ou um animal - pessoa traumatizada ao subir ou descer do veiculo ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,V40,Ocupante de um automovel [carro] traumatizado em colisao com um pedestre ou um animal,Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),
11453,W745,Afogamento e submersao nao especificados - areas de comercio e de servicos ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W74,Afogamento e submersao nao especificados,Afogamento e submersao acidentais (W65-W74),
11896,X208,Contato com serpentes e lagartos venenosos - outros locais especificados ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X20,Contato com serpentes e lagartos venenosos,Contato com animais e plantas venenosas (X20-X29),
12147,X436,Envenenamento [intoxicacao] acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo - areas industriais e em construcao ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X43,Envenenamento [intoxicacao] acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo,Envenenamento [intoxicacao] acidental por e exposicao a substancias nocivas (X40-X49),
12142,X431,Envenenamento [intoxicacao] acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo - habitacao coletiva ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X43,Envenenamento [intoxicacao] acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo,Envenenamento [intoxicacao] acidental por e exposicao a substancias nocivas (X40-X49),
6887,O991,"Outras doencas do sangue e dos orgaos hematopoeticos e alguns transtornos que comprometem o sistema imunologico, complicando a gravidez, o parto e o puerperio ",15,Capitulo XV,"Gravidez, parto e puerperio",O99,"Outras doencas da mae, classificadas em outra parte, mas que complicam a gravidez o parto e o puerperio",Outras afeccoes obstetricas nao classificadas em outra parte (O95-O99),
5646,M631,Miosite em doencas infecciosas causadas por protozoarios e parasitas classificadas em outra parte ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M63,Transtornos de musculo em doencas classificadas em outra parte,Transtornos musculares (M60-M63),
3176,G910,Hidrocefalia comunicante ,6,Capitulo VI,Doencas do sistema nervoso,G91,Hidrocefalia,Outros transtornos do sistema nervoso (G90-G99),
839,B830,Larva migrans visceral ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B83,Outras helmintiases,Helmintiases (B65-B83),
13781,Z412,Circuncisao ritual e de rotina ,21,Capitulo XXI,Fatores que influenciam o estado de saude e o contato com os servicos de saude,Z41,Procedimentos para outros propositos exceto cuidados de saude,Pessoas em contato com os servicos de saude para procedimentos e cuidados especificos (Z40-Z54),
6714,O663,Obstrucao do trabalho de parto devido a outras anormalidades do feto ,15,Capitulo XV,"Gravidez, parto e puerperio",O66,Outras formas de obstrucao do trabalho de parto,Complicações do trabalho de parto e do parto (O60-O75),
6715,O664,"Falha de tentativa de trabalho de parto, nao especificada ",15,Capitulo XV,"Gravidez, parto e puerperio",O66,Outras formas de obstrucao do trabalho de parto,Complicações do trabalho de parto e do parto (O60-O75),
2588,F348,Outros transtornos do humor [afetivos] persistentes ,5,Capitulo V,Transtornos mentais e comportamentais,F34,Transtornos de humor [afetivos] persistentes,Transtornos do humor [afetivos] (F30-F39),
8586,S280,Esmagamento do torax ,19,Capitulo XIX,"Lesoes, envenenamento e algumas outras consequencias de causas externas",S28,Lesao por esmagamento do torax e amputacao traumatica de parte do torax,Traumatismos do torax (S20-S29),
13494,Y850,Sequelas de um acidente de veiculo a motor ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y85,Sequelas de acidentes de transporte,Sequelas de causas externas de morbidade e de mortalidade (Y85-Y89),
6846,O896,"Falha na ou dificuldade de entubacao, durante o puerperio ",15,Capitulo XV,"Gravidez, parto e puerperio",O89,Complicacoes da anestesia administrada durante o puerperio,Complicacoes relacionadas predominantemente com o puerperio (O85-O92),
1258,C693,Coroide ,2,Capitulo II,Neoplasias [tumores],C69,Neoplasia maligna do olho e anexos,"Neoplasias [tumores] malignas(os) dos olhos, do encefalo e de outras partes do sistema nervoso central (C69-C72)",
618,B369,Micose superficial nao especificada ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B36,Outras micoses superficiais,Micoses (B35-B49),
13983,Z643,Procura e aceitacao de intervencoes comportamentais ou psicologicas conhecidas como perigosas ou nocivas ,21,Capitulo XXI,Fatores que influenciam o estado de saude e o contato com os servicos de saude,Z64,Problemas relacionados com algumas outras circuntancias psicossociais,Pessoas com riscos potenciais a saude relacionados com circunstancias socio-economicas e psicossociais (Z55-Z65),
3516,H57,Outros transtornos do olho e anexos,7,Capitulo VII,Doencas do olho e anexos,H57,Outros transtornos do olho e anexos,Outros transtornos do olho e anexos (H55-H59),
1446,D019,"Orgaos digestivos, nao especificado ",2,Capitulo II,Neoplasias [tumores],D01,Carcinoma in situ de outros orgaos digestivos,Neoplasias[tumores] in situ (D00-D09),
4787,K750,Abscesso hepatico ,11,Capitulo XI,Doencas do aparelho digestivo,K75,Outras doencas inflamatorias do figado,Doencas do figado (K70-K77),
3778,I30,Pericardite aguda,9,Capitulo IX,Doencas do aparelho circulatorio,I30,Pericardite aguda,Outras formas de doenca do coracao (I30-I52),
1021,C183,Flexura (angulo) hepatica(o) ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
2785,F848,Outros transtornos globais do desenvolvimento ,5,Capitulo V,Transtornos mentais e comportamentais,F84,Transtornos globais do desenvolvimento,Transtornos do desenvolvimento psicologico (F80-F89),22
2784,F845,Sindrome de Asperger ,5,Capitulo V,Transtornos mentais e comportamentais,F84,Transtornos globais do desenvolvimento,Transtornos do desenvolvimento psicologico (F80-F89),22
2782,F843,Outro transtorno desintegrativo da infancia ,5,Capitulo V,Transtornos mentais e comportamentais,F84,Transtornos globais do desenvolvimento,Transtornos do desenvolvimento psicologico (F80-F89),22
933,C03,Neoplasia maligna da gengiva,2,Capitulo II,Neoplasias [tumores],C03,Neoplasia maligna da gengiva,"Neoplasias [tumores] malignas(os) do labio, cavidade oral e faringe (C00-C14)",23
981,C13,Neoplasia maligna da hipofaringe,2,Capitulo II,Neoplasias [tumores],C13,Neoplasia maligna da hipofaringe,"Neoplasias [tumores] malignas(os) do labio, cavidade oral e faringe (C00-C14)",23
5303,M036,Artropatia reacional em outras doencas classificadas em outra parte ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M03,Artropatias pos-infecciosas e reacionais em doencas infecciosas classificadas em outra parte,Artropatias infecciosas (M00-M03),11
5308,M053,Artrite reumatoide com comprometimento de outros orgaos e sistemas ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M05,Artrite reumatoide soro-positiva,Poliartropatias inflamatorias (M05-M14),12
5307,M052,Vasculite reumatoide ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M05,Artrite reumatoide soro-positiva,Poliartropatias inflamatorias (M05-M14),12
5317,M068,Outras artrites reumatoides especificadas ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M06,Outras artrites reumatoides,Poliartropatias inflamatorias (M05-M14),12
4282,J458,Asma mista ,10,Capitulo X,Doencas do aparelho respiratorio,J45,Asma,Doencas cronicas das vias aereas inferiores (J40-J47),13
14243,U049,"Síndrome respiratória aguda grave (Severe acute respiratory syndrome) [SARS], não especificada",22,Capítulo XXII,C¢digos para propósitos especiais,U04,Designação provisória de novas doenças de etiologia incerta,Designação provisória de novas doenças de etiologia incerta,15
1288,C73,Neoplasia maligna da glandula tireoide ,2,Capitulo II,Neoplasias [tumores],C73,Neoplasia maligna da glandula tireoide ,Neoplasias [tumores] malignas(os) da tireoide e de outras glandulas endocrinas (C73-C75),16
1235,C64,"Neoplasia maligna do rim, exceto pelve renal ",2,Capitulo II,Neoplasias [tumores],C64,"Neoplasia maligna do rim, exceto pelve renal ",Neoplasias [tumores] malignas(os) do trato urinario (C64-C68),17
925,C02,Neoplasia maligna de outras partes e de partes nao especificadas da lingua,2,Capitulo II,Neoplasias [tumores],C02,Neoplasia maligna de outras partes e de partes nao especificadas da lingua,"Neoplasias [tumores] malignas(os) do labio, cavidade oral e faringe (C00-C14)",23
1404,C927,Outras leucemias mieloides ,2,Capitulo II,Neoplasias [tumores],C92,Leucemia mieloide,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",89
1402,C924,Leucemia pro-mielocitica aguda ,2,Capitulo II,Neoplasias [tumores],C92,Leucemia mieloide,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",89
1415,C942,Leucemia megacarioblastica aguda ,2,Capitulo II,Neoplasias [tumores],C94,Outras leucemias de celulas de tipo especificado,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",89
1407,C930,Leucemia monocitica aguda ,2,Capitulo II,Neoplasias [tumores],C93,Leucemia monocitica,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",89
1408,C931,Leucemia monocitica cronica ,2,Capitulo II,Neoplasias [tumores],C93,Leucemia monocitica,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",89
1461,D037,"Melanoma in situ dos membros inferiores, incluindo quadril ",2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
1120,C434,Melanoma maligno do couro cabeludo e do pescoco ,2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
1125,C439,"Melanoma maligno de pele, nao especificado ",2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
1117,C431,"Melanoma maligno da palpebra, incluindo as comissuras palpebrais ",2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
1119,C433,Melanoma maligno de outras partes e partes nao especificadas da face ,2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
1456,D032,Melanoma in situ da orelha e do conduto auditivo externo ,2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
1124,C438,Melanoma maligno invasivo da pele ,2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
2356,E889,Disturbio metabolico nao especificado ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E88,Outros disturbios metabolicos,Disturbios metabolicos (E70-E90),26
3404,H353,Degeneracao da macula e do polo posterior ,7,Capitulo VII,Doencas do olho e anexos,H35,Outros transtornos da retina,Transtornos da coroide e da retina (H30-H36),27
5499,M332,Polimiosite ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M33,Dermatopoliomiosite,Doencas sistemicas do tecido conjuntivo (M30-M36),28
2012,E106,Diabetes mellitus insulino-dependente - com outras complicacoes especificadas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E10,Diabetes mellitus insulino-dependente,Diabetes mellitus (E10-E14),29
2015,E109,Diabetes mellitus insulino-dependente - sem complicacoes ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E10,Diabetes mellitus insulino-dependente,Diabetes mellitus (E10-E14),29
2008,E102,Diabetes mellitus insulino-dependente - com complicacoes renais ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E10,Diabetes mellitus insulino-dependente,Diabetes mellitus (E10-E14),29
2019,E112,Diabetes mellitus nao-insulino-dependente - com complicacoes renais ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E11,Diabetes mellitus nao-insulino-dependente,Diabetes mellitus (E10-E14),30
2021,E114,Diabetes mellitus nao-insulino-dependente - com complicacoes neurologicas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E11,Diabetes mellitus nao-insulino-dependente,Diabetes mellitus (E10-E14),30
2027,E12,Diabetes mellitus relacionado com a desnutricao,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E12,Diabetes mellitus relacionado com a desnutricao,Diabetes mellitus (E10-E14),30
2020,E113,Diabetes mellitus nao-insulino-dependente - com complicacoes oftalmicas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E11,Diabetes mellitus nao-insulino-dependente,Diabetes mellitus (E10-E14),30
2049,E14,Diabetes mellitus nao especificado,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E14,Diabetes mellitus nao especificado,Diabetes mellitus (E10-E14),30
9756,T860,Rejeicao a transplante de medula ossea ,19,Capitulo XIX,"Lesoes, envenenamento e algumas outras consequencias de causas externas",T86,Falha e rejeicao de orgaos e tecidos transplantados,Complicacoes de cuidados medicos e cirurgicos nao classificados em outra parte (T80-T88),35
1806,D571,Anemia falciforme sem crise ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D57,Transtornos falciformes,Anemias hemoliticas (D55-D59),36
1805,D570,Anemia falciforme com crise ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D57,Transtornos falciformes,Anemias hemoliticas (D55-D59),36
4277,J448,Outras formas especificadas de doenca pulmonar obstrutiva cronica ,10,Capitulo X,Doencas do aparelho respiratorio,J44,Outras doencas pulmonares obstrutivas cronicas,Doencas cronicas das vias aereas inferiores (J40-J47),37
5776,M832,Osteomalacia do adulto devida a ma-absorcao ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M83,Osteomalacia do adulto,Transtornos da densidade e da estrutura ossea (M80-M85),38
6043,N188,Outra insuficiencia renal cronica ,14,Capitulo XIV,Doencas do aparelho geniturinario,N18,Insuficiencia renal cronica,Insuficiencia renal (N17-N19),38
5777,M833,Osteomalacia do adulto devido a desnutricao ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M83,Osteomalacia do adulto,Transtornos da densidade e da estrutura ossea (M80-M85),38
2085,E228,Outras hiperfuncoes da hipofise ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E22,Hiperfuncao da hipofise,Transtornos de outras glandulas endocrinas (E20-E35),108
2231,E668,Outra obesidade ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E66,Obesidade,Obesidade e outras formas de hiperalimentacao (E65-E68),112
2229,E661,Obesidade induzida por drogas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E66,Obesidade,Obesidade e outras formas de hiperalimentacao (E65-E68),112
2232,E669,Obesidade nao especificada ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E66,Obesidade,Obesidade e outras formas de hiperalimentacao (E65-E68),112
7963,Q964,"Mosaicismo cromossomico, 45, X/outra(s) linhagens celular(es) com cromossomo sexual anormal ",17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q96,Sindrome de Turner,Anomalias cromossomicas nao classificadas em outra parte (Q90-Q99),118
7964,Q968,Outras variantes da sindrome de Turner ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q96,Sindrome de Turner,Anomalias cromossomicas nao classificadas em outra parte (Q90-Q99),118
2371,F002,"Demencia na doenca de Alzheimer, forma atipica ou mista (G30.8+) ",5,Capitulo V,Transtornos mentais e comportamentais,F00,Demencia na doenca de Alzheimer (G30.-+),"Transtornos mentais organicos, inclusive os sintomaticos (F00-F09)",39
7856,Q811,Epidermolise bolhosa letal ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q81,Epidermolise bolhosa,Outras malformacoes congenitas (Q80-Q89),49
7858,Q818,Outras epidermolises bolhosas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q81,Epidermolise bolhosa,Outras malformacoes congenitas (Q80-Q89),49
7859,Q819,Epidermolise bolhosa nao especificada ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q81,Epidermolise bolhosa,Outras malformacoes congenitas (Q80-Q89),49
7857,Q812,Epidermolise bolhosa distrofica ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q81,Epidermolise bolhosa,Outras malformacoes congenitas (Q80-Q89),49
2964,G408,Outras epilepsias ,6,Capitulo VI,Doencas do sistema nervoso,G40,Epilepsia,Transtornos episodicos e paroxisticos (G40-G47),50
2963,G407,"Pequeno mal nao especificado, sem crises de grande mal ",6,Capitulo VI,Doencas do sistema nervoso,G40,Epilepsia,Transtornos episodicos e paroxisticos (G40-G47),50
2960,G404,Outras epilepsias e sindromes epilepticas generalizadas ,6,Capitulo VI,Doencas do sistema nervoso,G40,Epilepsia,Transtornos episodicos e paroxisticos (G40-G47),50
2959,G403,Epilepsia e sindromes epilepticas generalizadas idiopaticas ,6,Capitulo VI,Doencas do sistema nervoso,G40,Epilepsia,Transtornos episodicos e paroxisticos (G40-G47),50
2961,G405,Sindromes epilepticas especiais ,6,Capitulo VI,Doencas do sistema nervoso,G40,Epilepsia,Transtornos episodicos e paroxisticos (G40-G47),50
2883,G122,Doenca do neuronio motor ,6,Capitulo VI,Doencas do sistema nervoso,G12,Atrofia muscular espinal e sindromes correlatas,Atrofias sistemicas que afetam principalmente o sistema nervoso central (G10-G13),51
2940,G35,Esclerose multipla ,6,Capitulo VI,Doencas do sistema nervoso,G35,Esclerose multipla ,Doencas desmielinizantes do sistema nervoso central (G35-G37),52
5505,M348,Outras formas de esclerose sistemica ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M34,Esclerose sistemica,Doencas sistemicas do tecido conjuntivo (M30-M36),53
3982,I692,Sequelas de outras hemorragias intracranianas nao traumaticas ,9,Capitulo IX,Doencas do aparelho circulatorio,I69,Sequelas de doencas cerebrovasculares,Doencas cerebrovasculares (I60-I69),54
3980,I690,Sequelas de hemorragia subaracnoidea ,9,Capitulo IX,Doencas do aparelho circulatorio,I69,Sequelas de doencas cerebrovasculares,Doencas cerebrovasculares (I60-I69),54
3150,G811,Hemiplegia espastica ,6,Capitulo VI,Doencas do sistema nervoso,G81,Hemiplegia,Paralisia cerebral e outras sindromes paraliticas (G80-G83),54
3154,G821,Paraplegia espastica ,6,Capitulo VI,Doencas do sistema nervoso,G82,Paraplegia e tetraplegia,Paralisia cerebral e outras sindromes paraliticas (G80-G83),54
876,B92,Sequelas de hanseniase [lepra] ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B92,Sequelas de hanseniase [lepra] ,Sequelas de doencas infecciosas e parasitarias (B90-B94),61
1569,D180,Hemangioma de qualquer localizacao ,2,Capitulo II,Neoplasias [tumores],D18,Hemangioma e linfangioma de qualquer localizacao,Neoplasias [tumores] benignas(os) (D10-D36),62
1822,D595,Hemoglobinuria paroxistica noturna [Marchiafava-Micheli] ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D59,Anemia hemolitica adquirida,Anemias hemoliticas (D55-D59),64
4791,K754,Hepatite autoimune ,11,Capitulo XI,Doencas do aparelho digestivo,K75,Outras doencas inflamatorias do figado,Doencas do figado (K70-K77),65
525,B181,Hepatite cronica viral B sem agente Delta ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B18,Hepatite viral cronica,Hepatite viral (B15-B19),66
524,B180,Hepatite viral cronica B com agente Delta ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B18,Hepatite viral cronica,Hepatite viral (B15-B19),66
5175,L732,Hidradenite supurativa ,12,Capitulo XII,Doencas da pele e do tecido subcutaneo,L73,Outras afeccoes foliculares,Afeccoes dos anexos da pele (L60-L75),68
2103,E250,Transtornos adrenogenitais congenitos associados a deficiencia enzimatica ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E25,Transtornos adrenogenitais,Transtornos de outras glandulas endocrinas (E20-E35),69
2083,E221,Hiperprolactinemia ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E22,Hiperfuncao da hipofise,Transtornos de outras glandulas endocrinas (E20-E35),70
3771,I278,Outras doencas pulmonares do coracao especificadas ,9,Capitulo IX,Doencas do aparelho circulatorio,I27,Outras formas de doenca cardiaca pulmonar,Doenca cardiaca pulmonar e doencas da circulacao pulmonar (I26-I28),71
2360,E892,Hipoparatireoidismo pos-procedimento ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E89,"Transtornos endocrinos e metabolicos pos-procedimentos, nao classificados em outra parte",Disturbios metabolicos (E70-E90),72
2254,E721,Disturbios do metabolismo dos aminoacidos que contem enxofre ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E72,Outros disturbios do metabolismo de aminoacidos,Disturbios metabolicos (E70-E90),74
1937,D838,Outras imunodeficiencias comuns variaveis ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D83,Imunodeficiencia comum variavel,Alguns transtornos que comprometem o mecanismo imunitario (D80-D89),76
8107,R32,Incontinencia urinaria nao especificada ,18,Capitulo XVIII,"Sintomas, sinais e achados anormais de exames clinicos e de laboratorio, nao classificados em outra parte",R32,Incontinencia urinaria nao especificada ,Sintomas e sinais relativos ao aparelho urinario (R30-R39),80
998,C158,Lesao invasiva do esofago ,2,Capitulo II,Neoplasias [tumores],C15,Neoplasia maligna do esofago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1003,C162,Corpo do estomago ,2,Capitulo II,Neoplasias [tumores],C16,Neoplasia maligna do estomago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1025,C187,Colon sigmoide ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1020,C182,Colon ascendente ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
2298,E783,Hiperquilomicronemia ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E78,Disturbios do metabolismo de lipoproteinas e outras lipidemias,Disturbios metabolicos (E70-E90),32
12934,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),86
1352,C827,"Outros tipos de linfoma nao-Hodgkin, folicular ",2,Capitulo II,Neoplasias [tumores],C82,"Linfoma nao-Hodgkin, folicular (nodular)","Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",93
1353,C829,"Linfoma nao-Hodgkin, folicular, nao especificado ",2,Capitulo II,Neoplasias [tumores],C82,"Linfoma nao-Hodgkin, folicular (nodular)","Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",93
1347,C819,"Doenca de Hodgkin, nao especificada ",2,Capitulo II,Neoplasias [tumores],C81,Doenca de Hodgkin,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",94
1346,C817,Outra forma da doenca de Hodgkin ,2,Capitulo II,Neoplasias [tumores],C81,Doenca de Hodgkin,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",94
1344,C812,Celularidade mista ,2,Capitulo II,Neoplasias [tumores],C81,Doenca de Hodgkin,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",94
1345,C813,Deplecao linfocitica ,2,Capitulo II,Neoplasias [tumores],C81,Doenca de Hodgkin,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",94
5493,M321,Lupus eritematoso disseminado [sistemico] com comprometimento de outros orgaos e sistemas ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M32,Lupus eritematoso disseminado [sistemico],Doencas sistemicas do tecido conjuntivo (M30-M36),95
5494,M328,Outras formas de lupus eritematoso disseminado [sistemico] ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M32,Lupus eritematoso disseminado [sistemico],Doencas sistemicas do tecido conjuntivo (M30-M36),95
3111,G700,Miastenia gravis ,6,Capitulo VI,Doencas do sistema nervoso,G70,Miastenia gravis e outros transtornos neuromusculares,Doencas da juncao mioneural e dos musculos (G70-G73),98
1387,C902,Plasmocitoma extramedular ,2,Capitulo II,Neoplasias [tumores],C90,Mieloma multiplo e neoplasias malignas de plasmocitos,"Neoplasias [tumores] malignas(os) do tecido linfatico, hematopoetico e de tecidos correlatos (C81-C96)",99
2285,E762,Outras mucopolissacaridoses ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E76,Disturbios do metabolismo do glicosaminoglicano,Disturbios metabolicos (E70-E90),102
2334,E851,Amiloidose heredofamiliar neuropatica ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E85,Amiloidose,Disturbios metabolicos (E70-E90),106
4659,K518,Outras colites ulcerativas ,11,Capitulo XI,Doencas do aparelho digestivo,K51,Colite ulcerativa,Enterites e colites nao-infecciosas (K50-K52),110
1746,D464,"Anemia refrataria, nao especificada ",2,Capitulo II,Neoplasias [tumores],D46,Sindromes mielodisplasicas,Neoplasias [tumores] de comportamento incerto ou desconhecido (D37-D48),114
2090,E232,Diabetes insipido ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E23,Hipofuncao e outros transtornos da hipofise,Transtornos de outras glandulas endocrinas (E20-E35),31
2299,E784,Outras hiperlipidemias ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E78,Disturbios do metabolismo de lipoproteinas e outras lipidemias,Disturbios metabolicos (E70-E90),32
2300,E785,Hiperlipidemia nao especificada ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E78,Disturbios do metabolismo de lipoproteinas e outras lipidemias,Disturbios metabolicos (E70-E90),32
2301,E786,Deficiencias de lipoproteinas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E78,Disturbios do metabolismo de lipoproteinas e outras lipidemias,Disturbios metabolicos (E70-E90),32
3995,I712,"Aneurisma da aorta toracica, sem mencao de ruptura ",9,Capitulo IX,Doencas do aparelho circulatorio,I71,Aneurisma e disseccao da aorta,"Doencas das arterias, das arteriolas e dos capilares (I70-I79)",8
5333,M088,Outras artrites juvenis ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M08,Artrite juvenil,Poliartropatias inflamatorias (M05-M14),9
5323,M073,Outras artropatias psoriasicas (L40.5+) ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M07,Artropatias psoriasicas e enteropaticas,Poliartropatias inflamatorias (M05-M14),10
3021,G513,Espasmo hemifacial clonico ,6,Capitulo VI,Doencas do sistema nervoso,G51,Transtornos do nervo facial,"Transtornos dos nervos, das raizes e dos plexos nervosos (G50-G59)",33
3023,G518,Outros transtornos do nervo facial ,6,Capitulo VI,Doencas do sistema nervoso,G51,Transtornos do nervo facial,"Transtornos dos nervos, das raizes e dos plexos nervosos (G50-G59)",33
